,ra,dec,obsid,name,cluster,silhouette_prob,silhouette
3142,10.98519577084545,41.36741507657862,13825,2CXO J004356.4+412202,5,0.6071090798002321,0.21421815960046411
3143,10.98519577084545,41.36741507657862,13828,2CXO J004356.4+412202,3,0.5039943382675363,0.007988676535072594
3144,10.98519577084545,41.36741507657862,13827,2CXO J004356.4+412202,5,0.5141176311668539,0.02823526233370793
3148,11.00738513578301,-20.49949608343359,15093,2CXO J004401.7-202958,0,0.5064648389530142,0.012929677906028317
3149,11.00738513578301,-20.49949608343359,15094,2CXO J004401.7-202958,0,0.5137557253008417,0.027511450601683383
3151,11.01650394009448,-20.721154318365542,15094,2CXO J004403.9-204316,2,0.5114342719565158,0.022868543913031694
3152,11.018474721887515,-20.51400533040338,15094,2CXO J004404.4-203050,5,0.6089264735295432,0.21785294705908642
3153,11.028509645540339,41.2057244352794,4679,2CXO J004406.8+411220,3,0.5893394310926003,0.17867886218520065
3154,11.028509645540339,41.2057244352794,4678,2CXO J004406.8+411220,5,0.5581326564076785,0.1162653128153569
3155,11.033548404279713,-20.72837403412685,15094,2CXO J004408.0-204342,2,0.5377695418408921,0.07553908368178414
3157,11.078650553095486,-9.002185410243793,10266,2CXO J004418.8-090007,0,0.5016116478685103,0.0032232957370205563
3158,11.080313845871274,-20.65190897899467,15094,2CXO J004419.2-203906,1,0.5806671315100189,0.16133426302003792
3159,11.080313845871274,-20.65190897899467,16513,2CXO J004419.2-203906,1,0.5242195920359805,0.04843918407196086
3160,11.080313845871274,-20.65190897899467,16366,2CXO J004419.2-203906,0,0.528024114816993,0.056048229633985855
3161,11.080313845871274,-20.65190897899467,16491,2CXO J004419.2-203906,0,0.5522367770283271,0.10447355405665411
3162,11.083124425622088,-20.40756118250807,15093,2CXO J004419.9-202427,5,0.5823705359247635,0.16474107184952702
3163,11.108722524682321,-20.640890343607282,15094,2CXO J004426.0-203827,3,0.5363904823412283,0.0727809646824567
3164,11.120994641999744,-20.427447995482225,15093,2CXO J004429.0-202538,0,0.6161250596587826,0.2322501193175653
3166,11.12322898703826,41.35993261349539,7067,2CXO J004429.5+412135,1,0.5023314405559601,0.004662881111920164
3167,11.12322898703826,41.35993261349539,2900,2CXO J004429.5+412135,5,0.5463739493580342,0.09274789871606842
3168,11.12322898703826,41.35993261349539,2895,2CXO J004429.5+412135,5,0.5505808599243808,0.10116171984876153
3169,11.12322898703826,41.35993261349539,2896,2CXO J004429.5+412135,5,0.5877419227766602,0.17548384555332025
3170,11.12322898703826,41.35993261349539,2897,2CXO J004429.5+412135,5,0.5917979066846921,0.18359581336938424
3171,11.12322898703826,41.35993261349539,308,2CXO J004429.5+412135,5,0.6222542160569364,0.24450843211387285
3172,11.123287365554802,-20.70792383513384,15093,2CXO J004429.5-204228,0,0.5611286556451134,0.1222573112902268
3173,11.129472641362668,-20.677213193124285,15093,2CXO J004431.0-204037,5,0.5883676716426623,0.17673534328532464
3174,11.129472641362668,-20.677213193124285,15094,2CXO J004431.0-204037,5,0.5570287964785592,0.1140575929571183
3175,11.153853728199067,-20.49583499954593,15093,2CXO J004436.9-202945,5,0.5570856902938409,0.11417138058768185
3176,11.153779056495523,-20.657104946030685,15093,2CXO J004436.9-203925,0,0.5764395013932812,0.15287900278656233
3177,11.153779056495523,-20.657104946030685,16366,2CXO J004436.9-203925,0,0.5265903802564739,0.053180760512947706
3178,11.153779056495523,-20.657104946030685,15094,2CXO J004436.9-203925,0,0.5778623817121011,0.15572476342420227
3179,11.153779056495523,-20.657104946030685,16491,2CXO J004436.9-203925,0,0.5391102482930893,0.07822049658617855
3180,11.160248353906297,-20.630093371603753,15094,2CXO J004438.4-203748,5,0.5144265951883956,0.02885319037679134
3181,11.166050016416477,-20.603729171408457,15094,2CXO J004439.8-203613,5,0.5500219750840134,0.1000439501680268
3182,11.170683044733096,-20.662934224289522,15093,2CXO J004440.9-203946,2,0.5390767788501738,0.07815355770034765
3183,11.170683044733096,-20.662934224289522,15094,2CXO J004440.9-203946,5,0.5821838942261293,0.16436778845225855
3184,11.185759864309262,-20.657870279725735,15094,2CXO J004444.5-203928,5,0.6107442625940557,0.22148852518811132
3187,11.254322090057656,-73.16623911941667,3904,2CXO J004501.0-730958,0,0.5880691891262032,0.17613837825240639
3188,11.25701553520662,-20.546580756717127,15093,2CXO J004501.6-203247,4,0.5813438919157647,0.16268778383152957
3189,11.267616665531477,33.08999190639911,2732,2CXO J004504.2+330523,4,0.6661182028489283,0.3322364056978565
3191,11.276413341737566,-73.0156660386696,3904,2CXO J004506.3-730056,2,0.5384167253283116,0.07683345065662331
3192,11.293834367060015,-73.07189313723977,14674,2CXO J004510.5-730418,5,0.5530257699752338,0.10605153995046751
3193,11.293834367060015,-73.07189313723977,3904,2CXO J004510.5-730418,2,0.5680389817743108,0.1360779635486216
3194,11.301233065178621,33.09068273393222,2732,2CXO J004512.2+330526,5,0.5787684900856003,0.15753698017120063
3195,11.308510229940225,33.16076595590078,2732,2CXO J004514.0+330938,3,0.561455501713965,0.12291100342792999
3198,11.363557011162982,41.549002329556124,2053,2CXO J004527.2+413256,3,0.4947770317250648,-0.010445936549870386
3199,11.367588937016478,41.495641445080494,2053,2CXO J004528.2+412944,5,0.5185951562993735,0.03719031259874685
3200,11.367588937016478,41.495641445080494,2052,2CXO J004528.2+412944,5,0.535992683397696,0.07198536679539196
3201,11.439863747199354,41.66171836663781,6167,2CXO J004545.5+413942,0,0.48473113589930805,-0.03053772820138388
3202,11.439863747199354,41.66171836663781,4541,2CXO J004545.5+413942,3,0.5266053928887776,0.0532107857775553
3203,11.439863747199354,41.66171836663781,2052,2CXO J004545.5+413942,3,0.5393675413484715,0.07873508269694302
3205,11.573927268645264,-42.13099897699604,10319,2CXO J004617.7-420751,0,0.5548984355837197,0.10979687116743922
3207,11.651878246045726,-25.490862786528137,3931,2CXO J004636.4-252927,2,0.5667782072789159,0.13355641455783177
3208,11.656779880044894,-11.736385343903772,2565,2CXO J004637.6-114410,5,0.5461526940204163,0.09230538804083267
3210,11.665362102120355,20.59454838393869,11876,2CXO J004639.6+203540,5,0.60891439628084,0.2178287925616799
3211,11.697650621720925,-25.363925366133163,3931,2CXO J004647.4-252150,3,0.4887023440836234,-0.02259531183275324
3213,11.77791937319654,-25.357613127129362,3931,2CXO J004706.7-252127,2,0.5474755162165075,0.0949510324330149
3214,11.790657820979504,20.29167677552215,12185,2CXO J004709.7+201730,5,0.6690866058998205,0.33817321179964105
3216,11.796160414493556,-25.39245309282255,3931,2CXO J004711.0-252332,2,0.5054610032293906,0.010922006458781266
3218,11.807119369097961,-25.348845559876647,13832,2CXO J004713.7-252055,5,0.5423462431758868,0.08469248635177343
3219,11.81592803820638,-25.362831107054525,3931,2CXO J004715.8-252146,2,0.5070888787024382,0.014177757404876482
3221,11.823170804781569,-25.303198414932094,13831,2CXO J004717.5-251811,3,0.594262097140804,0.18852419428160808
3223,11.823467010535978,-25.307486895936126,13830,2CXO J004717.6-251826,5,0.6355666674808522,0.27113333496170433
3224,11.823467010535978,-25.307486895936126,13832,2CXO J004717.6-251826,2,0.5718579057425018,0.14371581148500367
3226,11.82706970362949,-25.320630339979658,13830,2CXO J004718.4-251914,0,0.4775631687343324,-0.044873662531335214
3227,11.82706970362949,-25.320630339979658,13831,2CXO J004718.4-251914,2,0.5667931220392302,0.1335862440784603
3233,11.844178487735348,-25.34748419588966,383,2CXO J004722.6-252050,5,0.5705064451337644,0.14101289026752875
3234,11.844178487735348,-25.34748419588966,13832,2CXO J004722.6-252050,5,0.5426674672283042,0.0853349344566084
3235,11.8472825226836,-73.20762414951281,3904,2CXO J004723.3-731227,1,0.6489768882681861,0.29795377653637234
3236,11.8472825226836,-73.20762414951281,14674,2CXO J004723.3-731227,0,0.5694497334582598,0.13889946691651955
3237,11.8472825226836,-73.20762414951281,15507,2CXO J004723.3-731227,0,0.5476808176208305,0.09536163524166114
3244,11.874501560071621,-25.29405914096599,3931,2CXO J004729.8-251738,3,0.5472453305806309,0.09449066116126181
3248,11.881762987951333,-25.25171262233375,3931,2CXO J004731.6-251506,0,0.5369941398469993,0.07398827969399847
3249,11.88351583550002,-25.289326438584162,3931,2CXO J004732.0-251721,1,0.6593014482635488,0.31860289652709756
3250,11.884712422498694,-25.295561327074807,3931,2CXO J004732.3-251744,0,0.5678993017783315,0.13579860355666304
3252,11.885200145913927,-28.732722168486532,10343,2CXO J004732.4-284357,2,0.5647759087565101,0.12955181751302003
3254,11.887347477245669,-25.296920950294723,13831,2CXO J004732.9-251748,0,0.531497119115918,0.06299423823183598
3255,11.887347477245669,-25.296920950294723,13832,2CXO J004732.9-251748,0,0.5529616350224698,0.10592327004493957
3256,11.887347477245669,-25.296920950294723,13830,2CXO J004732.9-251748,0,0.5148059241581563,0.029611848316312573
3257,11.887347477245669,-25.296920950294723,3931,2CXO J004732.9-251748,1,0.5998773703010548,0.19975474060210968
3273,11.889091878141926,-25.28945716461201,13831,2CXO J004733.3-251722,0,0.561819335670415,0.12363867134082997
3274,11.889748256147413,-25.304611612522944,3931,2CXO J004733.5-251816,2,0.5004405428442942,0.0008810856885883756
3277,11.896760261871009,-25.253293423031586,3931,2CXO J004735.2-251511,0,0.4961658877123215,-0.0076682245753570384
3278,11.896760261871009,-25.253293423031586,13832,2CXO J004735.2-251511,1,0.4957370274456197,-0.008525945108760568
3279,11.896760261871009,-25.253293423031586,13830,2CXO J004735.2-251511,0,0.5181409483174141,0.03628189663482816
3280,11.896760261871009,-25.253293423031586,13831,2CXO J004735.2-251511,3,0.5364248679754747,0.07284973595094953
3282,11.90519583566794,-25.29442794734166,3931,2CXO J004737.2-251739,3,0.5387748688982474,0.07754973779649497
3283,11.919423101574921,-25.2368202751011,3931,2CXO J004740.6-251412,2,0.522375163897178,0.04475032779435587
3284,11.928158338396258,-25.25058887236806,3931,2CXO J004742.7-251502,4,0.5710503577251291,0.14210071545025826
3285,11.928158338396258,-25.25058887236806,13832,2CXO J004742.7-251502,5,0.5781133775706938,0.15622675514138756
3286,11.928158338396258,-25.25058887236806,13831,2CXO J004742.7-251502,0,0.513515934533009,0.02703186906601804
3287,11.928158338396258,-25.25058887236806,13830,2CXO J004742.7-251502,0,0.48718711809359067,-0.025625763812818718
3288,11.929307130243899,-25.222928638182402,3931,2CXO J004743.0-251322,0,0.4964582075481458,-0.007083584903708404
3289,11.929580359373972,-25.25683667569318,3931,2CXO J004743.0-251524,0,0.5582255526538868,0.11645110530777378
3290,11.929379820851409,-25.2581560461676,3931,2CXO J004743.0-251529,5,0.5599605261299001,0.1199210522598003
3291,11.934927263274062,-25.447739996750528,3931,2CXO J004744.3-252651,3,0.5584488498329735,0.11689769966594697
3292,11.944107674833674,-25.460075361622252,3931,2CXO J004746.5-252736,3,0.5502385827130369,0.10047716542607388
3293,11.94621151137892,31.938264844098,12809,2CXO J004747.0+315617,3,0.5246517664997353,0.04930353299947061
3294,11.95352201775529,-25.21405129660633,3931,2CXO J004748.8-251250,0,0.5930787724435681,0.18615754488713615
3295,11.985502093863033,-25.272084643521346,3931,2CXO J004756.5-251619,5,0.5494080636686783,0.09881612733735662
3296,12.000898051278966,-25.164706330972972,3931,2CXO J004800.2-250952,3,0.5249430222899805,0.04988604457996083
3297,12.00839949973971,-25.078417569291187,13832,2CXO J004802.0-250442,5,0.5114091763145866,0.02281835262917322
3298,12.019614730150522,31.890531798188164,12809,2CXO J004804.7+315325,4,0.579944517879136,0.15988903575827199
3299,12.058867509070069,-73.16770633144156,14674,2CXO J004814.1-731003,0,0.6379635616552668,0.2759271233105335
3300,12.071571794236831,31.92555859537476,12809,2CXO J004817.1+315532,3,0.559856401807667,0.11971280361533403
3301,12.088223005249176,32.066402583034666,12809,2CXO J004821.1+320359,3,0.5526068137250582,0.10521362745011621
3303,12.125732210705337,-25.1447806152218,3931,2CXO J004830.1-250841,4,0.7088292338577686,0.4176584677155372
3304,12.137520748688473,-73.3984893731829,3907,2CXO J004833.0-732354,5,0.5771386833397172,0.15427736667943442
3306,12.154328506160425,32.14965865203949,12809,2CXO J004837.0+320858,5,0.6204309132895078,0.2408618265790157
3307,12.182494719888894,31.91738137323741,12809,2CXO J004843.7+315502,5,0.5317857596075247,0.06357151921504939
3308,12.1860223170695,31.919857845905973,12809,2CXO J004844.6+315511,5,0.5158275072648828,0.0316550145297657
3309,12.196409969093224,31.957011117163507,12809,2CXO J004847.1+315725,0,0.6299021533175249,0.2598043066350496
3311,12.26388274494957,-72.84790184633137,2944,2CXO J004903.3-725052,1,0.6586245295342643,0.3172490590685285
3312,12.26388274494957,-72.84790184633137,15505,2CXO J004903.3-725052,1,0.6328430044181447,0.26568600883628934
3313,12.26388274494957,-72.84790184633137,14672,2CXO J004903.3-725052,0,0.5877448523446398,0.17548970468927969
3317,12.297706369984382,-72.82705856218847,15505,2CXO J004911.4-724937,1,0.6233346389317354,0.2466692778634706
3318,12.303318689992125,32.16757551859721,16013,2CXO J004912.7+321003,2,0.5030051779136024,0.006010355827204942
3320,12.306609203228277,-73.1938158425242,15507,2CXO J004913.5-731137,0,0.5360814039148722,0.0721628078297445
3321,12.306609203228277,-73.1938158425242,16367,2CXO J004913.5-731137,0,0.5837514912296168,0.16750298245923365
3322,12.306609203228277,-73.1938158425242,2945,2CXO J004913.5-731137,0,0.4995946622645597,-0.0008106754708806248
3323,12.306609203228277,-73.1938158425242,3907,2CXO J004913.5-731137,0,0.6449152173841548,0.28983043476830966
3324,12.306609203228277,-73.1938158425242,7156,2CXO J004913.5-731137,0,0.6451872945489879,0.29037458909797587
3325,12.306609203228277,-73.1938158425242,8479,2CXO J004913.5-731137,0,0.6013744671726474,0.2027489343452949
3326,12.306609203228277,-73.1938158425242,8481,2CXO J004913.5-731137,0,0.6281777535533487,0.25635550710669736
3327,12.353980368788314,32.37018304927433,16013,2CXO J004924.9+322212,5,0.5762029692039973,0.1524059384079946
3331,12.374059827499082,-73.182853791213,15507,2CXO J004929.7-731058,1,0.5513730763762358,0.1027461527524715
3332,12.374059827499082,-73.182853791213,16367,2CXO J004929.7-731058,0,0.5636519767025359,0.1273039534050718
3333,12.374059827499082,-73.182853791213,8481,2CXO J004929.7-731058,0,0.5645177687675484,0.12903553753509686
3334,12.374059827499082,-73.182853791213,7156,2CXO J004929.7-731058,1,0.6904945636757569,0.38098912735151375
3335,12.374059827499082,-73.182853791213,8479,2CXO J004929.7-731058,0,0.5275118257559493,0.055023651511898614
3336,12.374746499018329,32.2660352276422,16301,2CXO J004929.9+321557,5,0.5851745727676442,0.1703491455352883
3337,12.374746499018329,32.2660352276422,16013,2CXO J004929.9+321557,5,0.5876835023728808,0.17536700474576164
3338,12.400348985806147,32.41065968177722,16013,2CXO J004936.0+322438,5,0.590025422814989,0.18005084562997797
3340,12.425003459682728,-73.38741510656378,3907,2CXO J004942.0-732314,0,0.5110625486434536,0.022125097286907088
3341,12.425003459682728,-73.38741510656378,7156,2CXO J004942.0-732314,1,0.5658969277450135,0.131793855490027
3342,12.425003459682728,-73.38741510656378,8479,2CXO J004942.0-732314,0,0.5155335157176,0.03106703143520005
3343,12.425003459682728,-73.38741510656378,8481,2CXO J004942.0-732314,1,0.5888064118220986,0.1776128236441971
3344,12.434490732755023,-72.86950657220581,14672,2CXO J004944.2-725210,0,0.5438735646368242,0.08774712927364842
3345,12.434490732755023,-72.86950657220581,15505,2CXO J004944.2-725210,0,0.55718325624205,0.11436651248410003
3346,12.444333781578507,32.39655112646982,16013,2CXO J004946.6+322347,2,0.4930235218391012,-0.01395295632179765
3347,12.449233350893564,32.27778333448163,16013,2CXO J004947.8+321640,5,0.5559802910471786,0.11196058209435716
3348,12.449233350893564,32.27778333448163,16301,2CXO J004947.8+321640,3,0.5990064311325153,0.1980128622650305
3350,12.450768567839361,-73.3699351295749,7156,2CXO J004948.1-732211,0,0.5926236146508852,0.18524722930177043
3351,12.450768567839361,-73.3699351295749,8479,2CXO J004948.1-732211,0,0.49700654984702575,-0.00598690030594853
3352,12.450768567839361,-73.3699351295749,3907,2CXO J004948.1-732211,0,0.5714414646998246,0.1428829293996492
3353,12.450768567839361,-73.3699351295749,12211,2CXO J004948.1-732211,0,0.5465302211251376,0.09306044225027525
3354,12.450768567839361,-73.3699351295749,11981,2CXO J004948.1-732211,1,0.6673406174685813,0.3346812349371626
3355,12.450768567839361,-73.3699351295749,11983,2CXO J004948.1-732211,0,0.5043577591002999,0.008715518200599704
3356,12.450768567839361,-73.3699351295749,11097,2CXO J004948.1-732211,0,0.5822833563922265,0.16456671278445295
3358,12.472797649673737,32.245633229645385,16013,2CXO J004953.4+321444,3,0.5399311282576038,0.07986225651520755
3359,12.501242548427967,-72.82454924004175,14672,2CXO J005000.2-724928,0,0.57271265723095,0.1454253144618999
3360,12.53460828894083,32.18366189412128,16013,2CXO J005008.3+321101,0,0.558581997893134,0.11716399578626807
3361,12.546912636500053,-73.00724669220074,14670,2CXO J005011.2-730026,1,0.6489711538051253,0.29794230761025053
3362,12.562563068140378,32.35951842465759,16013,2CXO J005015.0+322134,2,0.5373423380293215,0.07468467605864305
3363,12.592344388358129,32.35093351381016,16013,2CXO J005022.1+322103,5,0.5919739424682935,0.18394788493658704
3364,12.614375502567214,85.36999890103542,14939,2CXO J005027.4+852211,3,0.5283767982340483,0.05675359646809642
3368,12.629825198676826,-17.52384117124175,9515,2CXO J005031.1-173125,5,0.6477934445837271,0.2955868891674543
3369,12.686215046942834,-73.26813444716814,2945,2CXO J005044.6-731605,0,0.6319020729356719,0.26380414587134376
3370,12.686215046942834,-73.26813444716814,8479,2CXO J005044.6-731605,0,0.6102463997375331,0.22049279947506617
3371,12.686215046942834,-73.26813444716814,8481,2CXO J005044.6-731605,0,0.5614661989348708,0.12293239786974174
3372,12.686215046942834,-73.26813444716814,7156,2CXO J005044.6-731605,0,0.5775199274581633,0.15503985491632663
3373,12.686215046942834,-73.26813444716814,12215,2CXO J005044.6-731605,0,0.6173934440783506,0.23478688815670126
3374,12.686215046942834,-73.26813444716814,12217,2CXO J005044.6-731605,0,0.5772681504621565,0.1545363009243131
3375,12.686215046942834,-73.26813444716814,12216,2CXO J005044.6-731605,0,0.6001800146667733,0.2003600293335466
3376,12.686215046942834,-73.26813444716814,12212,2CXO J005044.6-731605,1,0.5515968716031915,0.10319374320638305
3377,12.686215046942834,-73.26813444716814,11984,2CXO J005044.6-731605,0,0.5764840512982906,0.1529681025965812
3378,12.686215046942834,-73.26813444716814,11985,2CXO J005044.6-731605,0,0.5774089411074363,0.15481788221487267
3379,12.686215046942834,-73.26813444716814,11096,2CXO J005044.6-731605,0,0.49597660804262544,-0.008046783914749146
3380,12.686215046942834,-73.26813444716814,11095,2CXO J005044.6-731605,0,0.6049909602651267,0.20998192053025322
3381,12.686215046942834,-73.26813444716814,11983,2CXO J005044.6-731605,0,0.554378093381839,0.10875618676367789
3382,12.699883422579546,-73.30496145591941,12208,2CXO J005047.9-731817,0,0.5368413709479717,0.07368274189594345
3383,12.699883422579546,-73.30496145591941,12211,2CXO J005047.9-731817,0,0.5931599903137544,0.1863199806275088
3384,12.699883422579546,-73.30496145591941,11981,2CXO J005047.9-731817,0,0.6097285050609467,0.21945701012189323
3385,12.699883422579546,-73.30496145591941,11983,2CXO J005047.9-731817,0,0.5878474950359482,0.17569499007189648
3386,12.699883422579546,-73.30496145591941,12210,2CXO J005047.9-731817,0,0.5544059977419059,0.10881199548381176
3387,12.699883422579546,-73.30496145591941,12212,2CXO J005047.9-731817,1,0.6837126350011282,0.36742527000225644
3388,12.699883422579546,-73.30496145591941,11982,2CXO J005047.9-731817,0,0.5477156717526293,0.09543134350525848
3389,12.73273207911842,-17.78426005595255,9515,2CXO J005055.8-174703,2,0.5111409892971174,0.022281978594234798
3390,12.738287283501847,-73.16896739846578,15503,2CXO J005057.1-731008,0,0.5016008135462947,0.003201627092589453
3391,12.738287283501847,-73.16896739846578,8479,2CXO J005057.1-731008,0,0.5791492639459414,0.15829852789188273
3392,12.738287283501847,-73.16896739846578,7156,2CXO J005057.1-731008,1,0.5568918990974154,0.11378379819483089
3393,12.738287283501847,-73.16896739846578,2945,2CXO J005057.1-731008,0,0.5784481321183003,0.1568962642366005
3394,12.738287283501847,-73.16896739846578,11095,2CXO J005057.1-731008,0,0.6004065863237934,0.20081317264758675
3395,12.738287283501847,-73.16896739846578,11983,2CXO J005057.1-731008,0,0.5672395436798877,0.13447908735977548
3396,12.738287283501847,-73.16896739846578,11097,2CXO J005057.1-731008,0,0.4921261432552474,-0.015747713489505225
3397,12.738287283501847,-73.16896739846578,12211,2CXO J005057.1-731008,0,0.5097881724791271,0.019576344958254183
3398,12.738287283501847,-73.16896739846578,12215,2CXO J005057.1-731008,0,0.6306070950166787,0.2612141900333573
3399,12.738287283501847,-73.16896739846578,12212,2CXO J005057.1-731008,0,0.5679817186099733,0.13596343721994658
3400,12.738287283501847,-73.16896739846578,12200,2CXO J005057.1-731008,0,0.5763113475956393,0.15262269519127855
3401,12.738287283501847,-73.16896739846578,12210,2CXO J005057.1-731008,0,0.588219402707544,0.176438805415088
3402,12.738287283501847,-73.16896739846578,11984,2CXO J005057.1-731008,1,0.6460100348938767,0.2920200697877533
3403,12.738287283501847,-73.16896739846578,12208,2CXO J005057.1-731008,0,0.5546636420189349,0.10932728403786991
3404,12.738287283501847,-73.16896739846578,11980,2CXO J005057.1-731008,0,0.5358106244370191,0.07162124887403822
3405,12.738287283501847,-73.16896739846578,11982,2CXO J005057.1-731008,0,0.5617051670185544,0.1234103340371088
3406,12.738287283501847,-73.16896739846578,12216,2CXO J005057.1-731008,1,0.539025426242173,0.07805085248434593
3407,12.738287283501847,-73.16896739846578,11981,2CXO J005057.1-731008,0,0.5451429759541716,0.09028595190834324
3409,12.749058052719136,22.776786256063872,13784,2CXO J005059.7+224636,2,0.5656287090737396,0.13125741814747932
3412,12.84247561809724,47.696127788346715,2056,2CXO J005122.1+474146,3,0.5384503401844201,0.07690068036884014
3413,12.849430019759211,85.30107250017693,14939,2CXO J005123.8+851803,4,0.7487179900475449,0.4974359800950899
3415,12.925457308331886,47.69511081241123,2055,2CXO J005142.1+474142,5,0.5955962156395216,0.1911924312790431
3416,12.925457308331886,47.69511081241123,2056,2CXO J005142.1+474142,3,0.5459512348995432,0.09190246979908645
3417,12.931495232267423,-73.06867682589039,15503,2CXO J005143.5-730407,1,0.5104356984914393,0.020871396982878668
3418,12.933770769065973,-26.464088749447033,3777,2CXO J005144.1-262750,2,0.5790467185354872,0.15809343707097442
3420,12.966978554138507,-73.17621813014182,8481,2CXO J005152.0-731034,0,0.4756997860315685,-0.04860042793686303
3421,12.966978554138507,-73.17621813014182,7156,2CXO J005152.0-731034,5,0.542158586891773,0.0843171737835459
3422,12.966978554138507,-73.17621813014182,8479,2CXO J005152.0-731034,5,0.5538907363956663,0.1077814727913327
3423,12.966978554138507,-73.17621813014182,12216,2CXO J005152.0-731034,0,0.48171111869684147,-0.036577762606317094
3424,12.966978554138507,-73.17621813014182,11984,2CXO J005152.0-731034,0,0.4847280349504982,-0.030543930099003618
3425,12.966978554138507,-73.17621813014182,12211,2CXO J005152.0-731034,2,0.5377147180022617,0.07542943600452329
3426,12.966978554138507,-73.17621813014182,12200,2CXO J005152.0-731034,0,0.5071895990910277,0.014379198182055417
3427,12.966978554138507,-73.17621813014182,11981,2CXO J005152.0-731034,3,0.5673936029283638,0.1347872058567277
3428,12.966978554138507,-73.17621813014182,12215,2CXO J005152.0-731034,0,0.4957542108333942,-0.00849157833321156
3429,12.966978554138507,-73.17621813014182,12212,2CXO J005152.0-731034,2,0.5402061756584835,0.08041235131696706
3430,12.966978554138507,-73.17621813014182,11095,2CXO J005152.0-731034,0,0.47764021860092537,-0.04471956279814924
3431,12.966978554138507,-73.17621813014182,11982,2CXO J005152.0-731034,0,0.49726022927779073,-0.0054795414444184795
3432,12.966978554138507,-73.17621813014182,11096,2CXO J005152.0-731034,1,0.5177415458758463,0.035483091751692696
3433,12.966978554138507,-73.17621813014182,12208,2CXO J005152.0-731034,3,0.5221068363394284,0.044213672678856814
3434,12.966978554138507,-73.17621813014182,11983,2CXO J005152.0-731034,2,0.5564329028272315,0.1128658056544629
3435,12.966978554138507,-73.17621813014182,11985,2CXO J005152.0-731034,5,0.5869236270247836,0.17384725404956716
3436,12.966978554138507,-73.17621813014182,12210,2CXO J005152.0-731034,5,0.5797658437409844,0.1595316874819688
3437,12.966978554138507,-73.17621813014182,11980,2CXO J005152.0-731034,5,0.5872937747651313,0.17458754953026262
3438,12.966978554138507,-73.17621813014182,12217,2CXO J005152.0-731034,2,0.5202813487810509,0.04056269756210174
3439,12.966978554138507,-73.17621813014182,11097,2CXO J005152.0-731034,5,0.5858067611889437,0.1716135223778875
3440,12.995925092103676,-26.623200033151853,3777,2CXO J005159.0-263723,3,0.5131740262873471,0.026348052574694296
3441,13.003217371720723,56.60172468005714,5424,2CXO J005200.7+563606,4,0.5989014100719692,0.19780282014393827
3443,13.014655169451999,-26.509021578780757,3777,2CXO J005203.5-263032,2,0.5441581632339081,0.08831632646781606
3444,13.023399148720102,-72.43434304074268,2947,2CXO J005205.6-722603,0,0.5770745912171421,0.15414918243428422
3445,13.034349622235993,-26.654349270239997,3777,2CXO J005208.2-263915,3,0.5610240957294259,0.12204819145885179
3446,13.035494366846933,-26.458373929095256,3777,2CXO J005208.5-262730,2,0.5701821760302009,0.14036435206040196
3447,13.037122068645147,-72.63437465656841,2946,2CXO J005208.9-723803,0,0.5936336411073905,0.187267282214781
3448,13.041719755177326,56.5250526810601,5424,2CXO J005210.0+563130,2,0.5289320262279336,0.05786405245586713
3449,13.058538519866772,-73.32191046786595,8479,2CXO J005214.0-731918,0,0.5138497722986026,0.02769954459720534
3450,13.058538519866772,-73.32191046786595,7156,2CXO J005214.0-731918,0,0.5289858905482931,0.057971781096586184
3451,13.058538519866772,-73.32191046786595,3907,2CXO J005214.0-731918,3,0.5308809549381214,0.06176190987624281
3453,13.061293274175,47.61711984813594,2055,2CXO J005214.7+473701,2,0.5554940511727591,0.11098810234551816
3454,13.064014019040485,-73.32093577628255,8479,2CXO J005215.3-731915,0,0.5138497722986026,0.02769954459720534
3455,13.064014019040485,-73.32093577628255,7156,2CXO J005215.3-731915,0,0.5289858905482931,0.057971781096586184
3456,13.064014019040485,-73.32093577628255,3907,2CXO J005215.3-731915,3,0.5308809549381214,0.06176190987624281
3460,13.126445595970381,47.35945683692068,2055,2CXO J005230.3+472134,2,0.5287666742334269,0.05753334846685382
3461,13.128189569405379,-26.555396826982594,3777,2CXO J005230.7-263319,5,0.5617086523135846,0.12341730462716907
3462,13.169177127891714,56.59726991895199,7206,2CXO J005240.6+563550,0,0.5484009545340311,0.09680190906806224
3464,13.175986059593527,-72.78881512658859,14669,2CXO J005242.2-724719,0,0.5095670081948532,0.019134016389706465
3465,13.175986059593527,-72.78881512658859,14672,2CXO J005242.2-724719,0,0.554546639252903,0.10909327850580612
3466,13.175986059593527,-72.78881512658859,15505,2CXO J005242.2-724719,0,0.5583561560475493,0.11671231209509851
3467,13.186226449504147,-26.580099805508425,3777,2CXO J005244.6-263448,0,0.5544764738257375,0.10895294765147494
3473,13.217736177936104,-72.2874800221016,7155,2CXO J005252.2-721714,0,0.521724822605528,0.04344964521105606
3474,13.217736177936104,-72.2874800221016,7327,2CXO J005252.2-721714,1,0.5374159553297435,0.07483191065948694
3476,13.2475389238042,-26.420016258829893,3777,2CXO J005259.4-262512,3,0.589716023420684,0.179432046841368
3478,13.349516327421156,-72.45431441983708,7327,2CXO J005323.8-722715,0,0.5443155290715288,0.0886310581430577
3479,13.349516327421156,-72.45431441983708,7155,2CXO J005323.8-722715,1,0.5595699222917667,0.11913984458353338
