,name,obsid,main_type,PartofG,Pulsar,Radio,Seyfert_2,YSO
19828,2CXO J174545.2-285829,14897,Radio,0.10833310698383852,0.13682615251215025,0.5344234790011462,0.07549562437615198,0.1449216371267129
19829,2CXO J174545.5-285828,14897,Radio,0.10833310698383852,0.13682615251215025,0.5344234790011462,0.07549562437615198,0.1449216371267129
19831,2CXO J174546.1-285831,14897,Radio,0.10833310698383852,0.13682615251215025,0.5344234790011462,0.07549562437615198,0.1449216371267129
19832,2CXO J174550.4-284922,4500,Seyfert_2,0.15473580454003605,0.19553613585870797,0.21413165747170335,0.22584432720615955,0.20975207492339307
19866,2CXO J174638.0-285325,9174,Radio,0.1859798734244644,0.2450278794153641,0.2700221616192315,0.03552241873084884,0.26344766681009124
19867,2CXO J174638.0-285325,9173,YSO,0.1860753422666942,0.2518598859609792,0.25902810678107496,0.0390863331638093,0.26395033182744226
19902,2CXO J174725.2-300216,14520,Radio,0.16815713000378987,0.21767365160543214,0.2479055944766856,0.13209860950574426,0.23416501440834817
19906,2CXO J174726.0-300241,8744,Radio,0.19435619901164494,0.24595180881263468,0.2591259771973801,0.04789534159230872,0.2526706733860317
19907,2CXO J174726.0-300241,14519,YSO,0.19421277272573914,0.2564343588046706,0.25800173862845543,0.015141993229188407,0.2762091366119463
19908,2CXO J174726.0-300241,14520,Radio,0.19374654928867538,0.23188509644174776,0.23413309179820951,0.11642643401122307,0.22380882846014422
19948,2CXO J174805.3-244637,14475,YSO,0.1885273384165383,0.24657430380960224,0.247926692589977,0.043862828854389045,0.2731088363294933
20038,2CXO J175154.7-292805,9503,YSO,0.18112543741133968,0.22950279316232225,0.23241440362895063,0.10910493363934552,0.24785243215804187
20096,2CXO J180132.2-203148,7031,YSO,0.18542149406274275,0.24151631211467262,0.2530761732758759,0.06342976390016122,0.2565562566465475
20393,2CXO J181123.2-191615,14831,Seyfert_2,0.1483721194130046,0.19320075055268063,0.22086904351082265,0.2287022994786773,0.20885578704481486
20423,2CXO J181431.0-170925,950,YSO,0.19067257846134586,0.2522195334199257,0.25874070663587584,0.027913339449845857,0.2704538420330066
20630,2CXO J182111.5-160656,7391,YSO,0.17888362057273177,0.23083036996881454,0.24198186507388955,0.09875709877793294,0.2495470456066313
20904,2CXO J184901.6-000117,13291,Pulsar,0.1711048137524684,0.27600357666578296,0.22169360366824695,0.11457154793388465,0.216626457979617
20980,2CXO J190447.4+090241,3793,YSO,0.1850078426054497,0.24421624410652823,0.2458569480574222,0.02592125992046121,0.2989977053101387
21022,2CXO J191124.9-595939,6612,YSO,0.18629509459822957,0.24475001172058766,0.2524214146358798,0.05590097512996766,0.2606325039153355
21172,2CXO J195130.4+022240,2968,YSO,0.1900710530420947,0.25104720673812836,0.25157817171402663,0.037397445199363735,0.26990612330638647
21173,2CXO J195201.9+023719,2968,YSO,0.19444288736195672,0.2567218816894615,0.25733065323318416,0.015422140121383638,0.2760824375940141
21174,2CXO J195215.3+023525,2968,YSO,0.19448061082433118,0.25683234965224305,0.2573753760310525,0.015196772961779445,0.2761148905305937
